Model,Validation Accuracy,Validation Precision,Validation Recall,Validation F1,Test Accuracy,Test Precision,Test Recall,Test F1
GRU,0.8760330677032471,0.8786577181208054,0.8725673153825646,0.8756019261637239,0.887333333492279,0.8916149905634942,0.8818666666666667,0.8867140367341466
