Model,Validation Accuracy,Validation Precision,Validation Recall,Validation F1,Test Accuracy,Test Precision,Test Recall,Test F1
Simple RNN,0.8077846169471741,0.836098981077147,0.765662490002666,0.7993320345115502,0.8123999834060669,0.8377053906024791,0.7749333333333334,0.805097658955534
