Model,Validation Accuracy,Validation Precision,Validation Recall,Validation F1,Test Accuracy,Test Precision,Test Recall,Test F1
LSTM,0.8647027611732483,0.8533057851239669,0.880831778192482,0.8668503213957759,0.8715999722480774,0.8631743549648163,0.8832,0.8730723606168446
